CodeInsee;Gagnant
56233;FILLON
33461;FILLON
33462;LE PEN
28357;FILLON
4194;LE PEN
15206;LE PEN
31511;MACRON
39494;FILLON
51509;FILLON
67429;LE PEN
8393;FILLON
2687;LE PEN
5155;MÉLENCHON
14645;FILLON
23232;MACRON
76632;LE PEN
67430;MACRON
59539;LE PEN
14646;MACRON
23230;FILLON
63383;MÉLENCHON
73270;MACRON
73271;MACRON
17382;MACRON
5154;LE PEN
50536;LE PEN
32403;FILLON
33463;MÉLENCHON
27589;LE PEN
33464;MÉLENCHON
73272;LE PEN
42272;LE PEN
38440;FILLON
47267;LE PEN
27590;FILLON
69289;LE PEN
38442;MÉLENCHON
38443;LE PEN
72311;FILLON
24484;MACRON
47269;LE PEN
24485;MÉLENCHON
7282;FILLON
27591;LE PEN
50537;MACRON
73273;LE PEN
24486;MÉLENCHON
73275;LE PEN
36205;FILLON
17383;LE PEN
34283;LE PEN
31512;MACRON
36206;FILLON
17384;LE PEN
66188;LE PEN
86236;FILLON
76634;LE PEN
38444;LE PEN
38445;LE PEN
13061;FILLON
33465;MACRON
48175;FILLON
38446;FILLON
61445;LE PEN
73274;MÉLENCHON
35308;MACRON
9273;MÉLENCHON
27592;LE PEN
72312;FILLON
11363;MÉLENCHON
37233;MÉLENCHON
79289;FILLON
50538;FILLON
27593;LE PEN
14648;LE PEN
27594;LE PEN
76635;LE PEN
53245;FILLON
61446;MACRON
53246;FILLON
72313;FILLON
73276;MACRON
48176;MÉLENCHON
81267;FILLON
76636;MACRON
71468;MACRON
84115;FILLON
86237;MACRON
24487;LE PEN
64496;MACRON
17385;FILLON
27595;LE PEN
14649;MACRON
43217;LE PEN
85264;FILLON
14650;LE PEN
14651;LE PEN
72314;LE PEN
14652;FILLON
40281;MACRON
58263;LE PEN
17386;LE PEN
91573;MACRON
61447;LE PEN
27597;LE PEN
27598;LE PEN
50539;MACRON
14654;LE PEN
74250;LE PEN
76637;LE PEN
76638;LE PEN
21566;FILLON
60592;LE PEN
43218;MACRON
63384;MÉLENCHON
61448;LE PEN
53247;LE PEN
46340;MACRON
27599;LE PEN
50540;FILLON
42273;LE PEN
69231;MACRON
7283;MÉLENCHON
3250;MACRON
23233;FILLON
63385;LE PEN
58264;LE PEN
60593;LE PEN
18230;LE PEN
76640;LE PEN
18231;LE PEN
2688;LE PEN
77431;LE PEN
48177;FILLON
71469;FILLON
76641;FILLON
85265;MACRON
76642;LE PEN
2689;FILLON
8394;FILLON
88432;LE PEN
56234;FILLON
63386;FILLON
7284;MACRON
7285;MÉLENCHON
47271;LE PEN
53248;FILLON
53249;FILLON
8395;FILLON
46289;MACRON
7286;MÉLENCHON
55464;FILLON
3251;MÉLENCHON
31513;MACRON
50541;MACRON
36207;MACRON
71470;MACRON
25525;FILLON
50542;FILLON
53250;FILLON
29259;MACRON
42274;LE PEN
62767;LE PEN
11364;MACRON
79290;MACRON
24488;LE PEN
15207;FILLON
4195;LE PEN
7287;MÉLENCHON
34285;LE PEN
34284;MÉLENCHON
30292;LE PEN
3252;LE PEN
17387;LE PEN
82171;LE PEN
22323;MACRON
10360;FILLON
3253;MACRON
3254;MACRON
88433;LE PEN
43219;MÉLENCHON
43220;MÉLENCHON
28358;MACRON
16343;MACRON
7288;MACRON
23234;FILLON
69290;MÉLENCHON
63387;LE PEN
3255;LE PEN
19236;MÉLENCHON
63388;MACRON
42275;MACRON
3256;FILLON
23235;MACRON
18232;LE PEN
23236;MÉLENCHON
42276;LE PEN
42277;LE PEN
42278;MÉLENCHON
24489;FILLON
87176;MÉLENCHON
23237;MACRON
87177;MACRON
87178;MACRON
38448;LE PEN
7289;LE PEN
19237;MACRON
34286;MÉLENCHON
43221;FILLON
30293;LE PEN
30294;LE PEN
48178;MÉLENCHON
43222;FILLON
48179;FILLON
57622;LE PEN
71471;LE PEN
89365;LE PEN
3257;LE PEN
7290;MÉLENCHON
71472;MACRON
95574;FILLON
21567;LE PEN
46290;MACRON
82172;MÉLENCHON
15208;FILLON
16344;MACRON
85266;MACRON
45298;MACRON
32404;MACRON
59541;LE PEN
17388;LE PEN
22324;MACRON
22325;FILLON
2691;LE PEN
33466;LE PEN
61450;FILLON
33467;LE PEN
16346;MACRON
27600;LE PEN
60594;LE PEN
47272;MÉLENCHON
80713;LE PEN
38449;LE PEN
23238;FILLON
80714;LE PEN
30295;LE PEN
9274;LE PEN
8396;LE PEN
53251;FILLON
61451;FILLON
51510;LE PEN
51511;LE PEN
16345;MACRON
51512;LE PEN
37234;LE PEN
38450;LE PEN
50543;MACRON
58265;FILLON
63389;MÉLENCHON
63390;MÉLENCHON
9275;LE PEN
57623;LE PEN
24491;MÉLENCHON
71473;FILLON
26325;LE PEN
1384;LE PEN
24493;FILLON
83118;FILLON
42280;LE PEN
37236;MACRON
7291;LE PEN
54486;LE PEN
88434;LE PEN
70472;LE PEN
88435;LE PEN
1385;MACRON
12242;MÉLENCHON
14656;LE PEN
19238;LE PEN
21568;LE PEN
24494;LE PEN
71475;MACRON
79293;MACRON
62768;LE PEN
54487;LE PEN
2693;LE PEN
76644;LE PEN
59542;LE PEN
63391;MÉLENCHON
63392;MÉLENCHON
15209;FILLON
73278;LE PEN
13100;FILLON
72315;FILLON
72316;FILLON
59543;LE PEN
35309;LE PEN
72317;FILLON
51513;LE PEN
60595;LE PEN
3258;LE PEN
55465;LE PEN
77432;LE PEN
8397;LE PEN
78575;MACRON
78576;FILLON
10361;LE PEN
51514;FILLON
28359;LE PEN
51515;LE PEN
86241;LE PEN
63393;MACRON
29260;MACRON
26326;LE PEN
85268;LE PEN
58266;FILLON
22326;MACRON
41228;LE PEN
80716;MACRON
76645;LE PEN
76646;LE PEN
42281;LE PEN
29261;MÉLENCHON
19239;MACRON
47273;LE PEN
37237;MACRON
61452;FILLON
17391;MACRON
16347;LE PEN
21569;FILLON
63394;MACRON
86242;LE PEN
69233;FILLON
7292;LE PEN
17393;LE PEN
76647;LE PEN
38451;LE PEN
7293;LE PEN
24495;FILLON
69234;FILLON
38452;LE PEN
42282;LE PEN
69235;FILLON
69236;LE PEN
42283;LE PEN
84116;LE PEN
24496;MÉLENCHON
43223;LE PEN
42284;LE PEN
33470;LE PEN
47274;LE PEN
42285;LE PEN
42286;LE PEN
71477;LE PEN
71478;FILLON
41229;LE PEN
17392;LE PEN
26327;MÉLENCHON
30296;MÉLENCHON
84117;LE PEN
38453;LE PEN
79294;MÉLENCHON
79295;LE PEN
31514;MACRON
12243;MACRON
12244;MÉLENCHON
31515;LE PEN
91577;MACRON
77433;LE PEN
76648;LE PEN
76649;LE PEN
19240;MACRON
81268;MACRON
47275;LE PEN
81269;LE PEN
14657;MACRON
27601;LE PEN
60596;LE PEN
22327;MACRON
63395;MÉLENCHON
12246;MACRON
15211;LE PEN
15212;LE PEN
47276;LE PEN
82173;LE PEN
18233;LE PEN
15213;MACRON
16348;MACRON
18234;LE PEN
48181;FILLON
51516;FILLON
63396;MACRON
72320;FILLON
12247;FILLON
34287;MÉLENCHON
17394;MÉLENCHON
53253;FILLON
84118;FILLON
84119;LE PEN
24498;FILLON
80717;LE PEN
58267;LE PEN
59544;LE PEN
15214;MACRON
17395;MÉLENCHON
86244;LE PEN
63397;MACRON
5156;MÉLENCHON
21571;LE PEN
24499;MACRON
29262;LE PEN
31516;LE PEN
33471;LE PEN
38454;LE PEN
54488;LE PEN
60597;LE PEN
70473;LE PEN
80718;LE PEN
30297;LE PEN
17396;MACRON
61453;LE PEN
7294;LE PEN
48182;FILLON
76650;LE PEN
47277;LE PEN
7295;MACRON
50548;LE PEN
33472;LE PEN
35310;MACRON
26328;MÉLENCHON
89368;LE PEN
42287;LE PEN
26329;LE PEN
24500;LE PEN
50549;FILLON
63398;LE PEN
50550;MACRON
77434;LE PEN
50551;LE PEN
28360;LE PEN
77435;FILLON
6129;LE PEN
3259;LE PEN
32406;LE PEN
33473;LE PEN
38455;LE PEN
65396;MÉLENCHON
86246;LE PEN
17397;LE PEN
86247;LE PEN
13101;LE PEN
23239;MACRON
30298;MÉLENCHON
27602;MACRON
50552;FILLON
44190;MACRON
86248;MÉLENCHON
29263;MACRON
35311;LE PEN
58268;LE PEN
21572;LE PEN
21573;FILLON
21574;LE PEN
33474;MACRON
50553;MACRON
50554;MACRON
37238;LE PEN
35312;MÉLENCHON
89367;LE PEN
34288;LE PEN
7296;LE PEN
11365;HAMON
47278;LE PEN
71479;LE PEN
71480;FILLON
81270;LE PEN
12248;MACRON
89369;LE PEN
22328;MACRON
29264;LE PEN
56236;MACRON
19241;FILLON
33475;MACRON
33476;LE PEN
33477;MACRON
17398;LE PEN
24501;LE PEN
33478;LE PEN
33479;LE PEN
40282;MACRON
65397;MÉLENCHON
17400;LE PEN
12249;MACRON
16350;LE PEN
24502;MÉLENCHON
17401;LE PEN
52449;LE PEN
30299;MACRON
45299;FILLON
49321;MÉLENCHON
74252;MACRON
85269;MACRON
17402;LE PEN
23240;MÉLENCHON
23241;MÉLENCHON
23242;FILLON
23243;MACRON
27603;LE PEN
77436;LE PEN
38457;LE PEN
16351;MACRON
2694;LE PEN
15215;MACRON
16352;MACRON
46292;MACRON
17403;MACRON
17404;LE PEN
74253;MACRON
42288;LE PEN
47279;LE PEN
19242;MACRON
73280;FILLON
17405;MACRON
38458;LE PEN
38459;LE PEN
1386;MACRON
26330;LE PEN
3260;MÉLENCHON
16353;MACRON
17406;LE PEN
87179;LE PEN
19243;MACRON
87180;MACRON
32407;LE PEN
59545;LE PEN
51517;FILLON
77437;LE PEN
46293;MACRON
88436;LE PEN
35314;MACRON
1387;LE PEN
46294;MÉLENCHON
53254;FILLON
58269;LE PEN
60598;LE PEN
63399;FILLON
70474;LE PEN
73281;MACRON
41230;MACRON
81271;MÉLENCHON
17408;LE PEN
16355;LE PEN
33480;LE PEN
91578;FILLON
27604;MÉLENCHON
33481;LE PEN
33482;LE PEN
24504;FILLON
17409;LE PEN
16356;MÉLENCHON
35316;LE PEN
44191;FILLON
38460;LE PEN
24505;MACRON
85271;FILLON
33483;MACRON
35315;MACRON
87181;MÉLENCHON
23244;FILLON
23245;MÉLENCHON
19244;MÉLENCHON
23246;MACRON
87182;LE PEN
31517;LE PEN
61456;MACRON
54489;LE PEN
14659;LE PEN
19245;MÉLENCHON
76651;FILLON
7297;FILLON
74254;FILLON
87183;LE PEN
59546;LE PEN
27605;FILLON
63400;LE PEN
47280;LE PEN
18236;MÉLENCHON
27606;LE PEN
33484;LE PEN
35317;MACRON
48184;FILLON
72321;FILLON
79298;MACRON
71481;LE PEN
42289;LE PEN
7299;MÉLENCHON
71482;LE PEN
71483;LE PEN
61457;LE PEN
12250;FILLON
69291;LE PEN
7298;MACRON
69238;MACRON
87184;LE PEN
21575;LE PEN
29266;MACRON
22330;MACRON
30300;LE PEN
38462;MACRON
73282;LE PEN
10363;LE PEN
21576;FILLON
60599;LE PEN
77438;MACRON
2695;LE PEN
34289;LE PEN
39495;MÉLENCHON
52455;LE PEN
51518;FILLON
29267;MACRON
2696;MACRON
31518;LE PEN
17410;FILLON
53256;FILLON
51519;LE PEN
26331;LE PEN
42290;MACRON
7300;LE PEN
29268;MACRON
35318;MACRON
35319;MACRON
56237;MACRON
27607;LE PEN
29269;MACRON
42291;LE PEN
62769;LE PEN
22332;MACRON
84120;LE PEN
1388;LE PEN
1389;LE PEN
33486;LE PEN
17411;FILLON
83119;FILLON
56238;LE PEN
72322;LE PEN
68299;FILLON
35320;MACRON
29270;MACRON
85273;LE PEN
52456;LE PEN
47281;LE PEN
81272;MÉLENCHON
15216;FILLON
10364;FILLON
21577;LE PEN
71484;LE PEN
51520;LE PEN
26332;LE PEN
60600;LE PEN
76652;LE PEN
76653;LE PEN
76654;LE PEN
14660;LE PEN
59547;LE PEN
80722;LE PEN
50562;FILLON
60601;LE PEN
14661;FILLON
17412;MÉLENCHON
70475;LE PEN
36209;FILLON
85274;LE PEN
89370;LE PEN
60602;FILLON
76655;MACRON
80721;MACRON
71485;MÉLENCHON
16357;LE PEN
26333;MÉLENCHON
71486;LE PEN
88437;LE PEN
6130;LE PEN
52457;LE PEN
79299;LE PEN
23247;MACRON
62770;LE PEN
43225;MÉLENCHON
58270;LE PEN
5157;FILLON
38463;LE PEN
69239;FILLON
71487;LE PEN
43226;FILLON
19246;MACRON
41231;FILLON
44192;MÉLENCHON
72323;LE PEN
3262;MACRON
7301;LE PEN
15217;FILLON
24508;MACRON
28362;LE PEN
38464;LE PEN
27608;LE PEN
30303;LE PEN
38465;LE PEN
27609;LE PEN
30301;LE PEN
23248;LE PEN
13102;LE PEN
12251;MACRON
76656;LE PEN
30302;LE PEN
63401;LE PEN
43227;LE PEN
63402;MÉLENCHON
9276;LE PEN
43228;LE PEN
27610;FILLON
21578;LE PEN
42293;LE PEN
19247;LE PEN
87185;MÉLENCHON
43229;MACRON
27611;MACRON
50563;LE PEN
76657;LE PEN
14663;MACRON
31519;MÉLENCHON
43230;LE PEN
63403;LE PEN
64498;MACRON
71490;MACRON
76658;MACRON
82174;LE PEN
34290;MACRON
7302;LE PEN
42294;MACRON
24509;MÉLENCHON
24510;MACRON
7303;MÉLENCHON
47282;FILLON
38466;MACRON
33487;LE PEN
40283;MACRON
33488;MACRON
69240;LE PEN
15218;MÉLENCHON
27612;FILLON
44193;LE PEN
71488;MACRON
72324;LE PEN
40284;MACRON
34291;MÉLENCHON
27613;LE PEN
72325;FILLON
46295;MACRON
71489;LE PEN
24511;LE PEN
79301;MÉLENCHON
26382;LE PEN
24512;MACRON
82175;MACRON
46296;MACRON
85276;LE PEN
85277;FILLON
4199;MÉLENCHON
85278;FILLON
24513;MACRON
56239;MACRON
25527;LE PEN
73283;LE PEN
47283;LE PEN
18238;LE PEN
87186;MÉLENCHON
17413;MACRON
24514;LE PEN
33489;LE PEN
33490;LE PEN
33491;LE PEN
3263;LE PEN
29271;FILLON
51521;LE PEN
91579;MACRON
22333;LE PEN
1390;LE PEN
59548;LE PEN
95580;FILLON
17414;MACRON
40285;MÉLENCHON
71491;LE PEN
19248;FILLON
9277;MÉLENCHON
91581;MACRON
3264;MÉLENCHON
23249;FILLON
87187;MACRON
19249;MÉLENCHON
23250;MACRON
87188;MÉLENCHON
16358;MACRON
71492;LE PEN
29272;MACRON
63404;MACRON
33492;LE PEN
33493;LE PEN
83120;LE PEN
28363;LE PEN
86249;LE PEN
61459;MACRON
11367;LE PEN
80723;FILLON
71493;LE PEN
79302;MACRON
86250;LE PEN
81273;LE PEN
39497;LE PEN
54490;LE PEN
58271;FILLON
31520;MÉLENCHON
24515;MÉLENCHON
38467;LE PEN
38468;LE PEN
39498;MÉLENCHON
34292;MÉLENCHON
33494;MACRON
7304;MÉLENCHON
1391;LE PEN
30304;MÉLENCHON
41232;LE PEN
65398;MÉLENCHON
31521;MACRON
17416;MACRON
66189;LE PEN
7305;MÉLENCHON
60603;LE PEN
5159;FILLON
5160;MÉLENCHON
31522;MACRON
83121;LE PEN
15219;FILLON
74255;MACRON
59549;LE PEN
26334;FILLON
43231;LE PEN
80724;LE PEN
81274;MACRON
64499;MACRON
31523;MACRON
4200;MÉLENCHON
17417;LE PEN
24516;FILLON
17418;MACRON
39499;LE PEN
89373;LE PEN
18239;LE PEN
3265;FILLON
65399;MÉLENCHON
30305;LE PEN
14712;LE PEN
30306;LE PEN
15220;FILLON
77439;LE PEN
73284;FILLON
39500;MÉLENCHON
21579;MACRON
6131;LE PEN
74256;FILLON
62771;LE PEN
33496;MACRON
63405;MÉLENCHON
11368;LE PEN
11369;LE PEN
14664;FILLON
14665;MACRON
74257;LE PEN
85280;FILLON
33498;MACRON
47284;LE PEN
65400;MACRON
79303;LE PEN
81275;MÉLENCHON
65401;MACRON
69172;LE PEN
12252;MACRON
12253;FILLON
16359;FILLON
32408;FILLON
11370;LE PEN
16360;LE PEN
24517;LE PEN
16361;LE PEN
31524;MÉLENCHON
12254;MACRON
16362;FILLON
64500;LE PEN
64501;MACRON
26335;LE PEN
31525;LE PEN
11371;MACRON
17420;MACRON
55466;MACRON
21580;MACRON
67432;FILLON
12255;FILLON
59550;LE PEN
10365;LE PEN
24518;LE PEN
13103;LE PEN
19250;MACRON
57625;LE PEN
71495;LE PEN
80725;MACRON
62772;LE PEN
9279;LE PEN
66190;LE PEN
11372;LE PEN
42296;MACRON
81276;MÉLENCHON
12256;MÉLENCHON
11373;MÉLENCHON
46297;MÉLENCHON
42297;FILLON
11374;MÉLENCHON
43232;LE PEN
40286;MACRON
31528;LE PEN
32409;MACRON
32410;MACRON
47285;LE PEN
41233;LE PEN
89374;MÉLENCHON
59551;LE PEN
62773;LE PEN
21581;LE PEN
64502;MACRON
86252;LE PEN
77440;LE PEN
74258;FILLON
1392;LE PEN
55468;LE PEN
77441;MACRON
33500;LE PEN
77442;MACRON
31529;MÉLENCHON
2697;LE PEN
39501;LE PEN
55467;LE PEN
71496;MÉLENCHON
7306;LE PEN
25528;LE PEN
64503;LE PEN
65402;LE PEN
31530;LE PEN
83123;FILLON
71497;MACRON
18240;LE PEN
18241;FILLON
25529;FILLON
28364;LE PEN
88439;LE PEN
18242;LE PEN
27614;LE PEN
59552;LE PEN
80726;LE PEN
54491;LE PEN
77443;LE PEN
2698;LE PEN
77444;LE PEN
67433;LE PEN
28365;LE PEN
88440;MACRON
45300;MACRON
76660;LE PEN
1393;LE PEN
62774;LE PEN
62775;LE PEN
40287;LE PEN
7307;MÉLENCHON
24312;MÉLENCHON
30308;MACRON
23167;MACRON
84121;LE PEN
95582;MACRON
65403;MACRON
57626;LE PEN
57627;LE PEN
66191;MÉLENCHON
15221;MACRON
15222;FILLON
79304;MACRON
32411;MÉLENCHON
43233;MACRON
3266;LE PEN
88441;FILLON
39502;LE PEN
45301;LE PEN
29273;MACRON
21582;FILLON
41234;FILLON
94070;FILLON
59553;MACRON
28366;LE PEN
95584;MACRON
89375;FILLON
28367;LE PEN
71498;FILLON
21583;LE PEN
18243;LE PEN
12259;MACRON
71499;LE PEN
86253;FILLON
54492;LE PEN
14667;LE PEN
25532;MACRON
14668;LE PEN
6132;MÉLENCHON
72326;LE PEN
26336;MÉLENCHON
61460;FILLON
51522;LE PEN
62776;LE PEN
8400;LE PEN
8399;LE PEN
39503;MACRON
88442;LE PEN
2699;LE PEN
70476;LE PEN
32412;LE PEN
45302;MACRON
25533;LE PEN
40288;MACRON
72327;FILLON
61462;MACRON
95585;MÉLENCHON
38472;MACRON
52459;LE PEN
69173;FILLON
32413;LE PEN
60604;LE PEN
51523;FILLON
30309;LE PEN
23168;MACRON
38473;LE PEN
63406;MACRON
58272;LE PEN
64504;FILLON
72328;FILLON
41235;LE PEN
65404;LE PEN
65405;MACRON
24519;MÉLENCHON
24520;MACRON
24521;MÉLENCHON
65406;LE PEN
60605;LE PEN
51524;LE PEN
65407;LE PEN
64505;LE PEN
32414;MACRON
25534;LE PEN
32415;LE PEN
57628;LE PEN
57629;LE PEN
19251;FILLON
64506;LASSALLE
65408;MÉLENCHON
32416;MÉLENCHON
7308;LE PEN
24522;MÉLENCHON
46298;MACRON
40289;MACRON
57630;FILLON
31531;LE PEN
57631;LE PEN
57633;LE PEN
31532;MÉLENCHON
67434;LE PEN
67435;LE PEN
52461;LE PEN
65409;LE PEN
84122;LE PEN
49326;MACRON
39504;LE PEN
40290;LE PEN
65410;MACRON
19252;LE PEN
51525;MACRON
71500;FILLON
89376;LE PEN
59554;LE PEN
62778;LE PEN
59555;LE PEN
88443;FILLON
50565;MACRON
62779;LE PEN
78586;MACRON
36210;MACRON
56240;MACRON
41236;FILLON
71501;LE PEN
41237;LE PEN
59556;LE PEN
38474;MACRON
71502;LE PEN
76662;LE PEN
76663;LE PEN
76664;MÉLENCHON
27615;MACRON
55469;LE PEN
36211;LE PEN
65411;MÉLENCHON
14669;FILLON
69292;LE PEN
69293;FILLON
7309;LE PEN
38475;LE PEN
34294;LE PEN
31533;MACRON
40291;MACRON
64507;LE PEN
40292;MÉLENCHON
40293;MACRON
33501;MACRON
64508;MACRON
76665;LE PEN
62780;LE PEN
62781;LE PEN
12260;MACRON
62782;LE PEN
51526;LE PEN
52463;FILLON
55470;LE PEN
39505;FILLON
40294;MACRON
40295;LE PEN
33502;LE PEN
43234;FILLON
64509;FILLON
18244;LE PEN
12261;FILLON
17421;MACRON
8401;LE PEN
8402;LE PEN
26337;LE PEN
3267;LE PEN
2701;LE PEN
62783;LE PEN
80728;LE PEN
10366;FILLON
88445;LE PEN
25535;MACRON
71503;FILLON
86254;MACRON
53257;FILLON
16363;MACRON
46299;MACRON
21584;LE PEN
52464;MACRON
55471;LE PEN
36212;LE PEN
54493;MÉLENCHON
28369;LE PEN
35321;MACRON
70477;LE PEN
57634;MACRON
21585;LE PEN
21586;MACRON
84123;LE PEN
59557;LE PEN
1396;LE PEN
64510;MACRON
8403;LE PEN
8404;LE PEN
62784;LE PEN
55472;LE PEN
70478;LE PEN
54494;LE PEN
21587;LE PEN
55473;LE PEN
91587;MACRON
78588;MACRON
52465;LE PEN
67436;LE PEN
88446;LE PEN
54495;MACRON
54496;LE PEN
88447;LE PEN
18245;LE PEN
3268;MACRON
63407;LE PEN
59558;LE PEN
4201;FILLON
30310;MÉLENCHON
84124;FILLON
47286;LE PEN
28370;LE PEN
47287;LE PEN
76666;LE PEN
33503;MACRON
49328;FILLON
37240;LE PEN
71504;LE PEN
76667;LE PEN
79306;FILLON
9280;MÉLENCHON
63408;MÉLENCHON
63409;LE PEN
68300;LE PEN
34295;LE PEN
28371;LE PEN
76668;LE PEN
27617;LE PEN
50567;MACRON
81277;LE PEN
31534;MACRON
4202;LE PEN
13104;LE PEN
76669;LE PEN
21588;LE PEN
50568;MÉLENCHON
24523;MACRON
34296;MÉLENCHON
21589;MACRON
9281;MÉLENCHON
33504;LE PEN
34297;MÉLENCHON
66192;LE PEN
44194;FILLON
16364;LE PEN
47288;MACRON
63410;MACRON
63411;MÉLENCHON
25536;LE PEN
64511;MACRON
3269;FILLON
42298;FILLON
15223;MÉLENCHON
30311;MÉLENCHON
64512;LASSALLE
1397;MACRON
63412;FILLON
30312;LE PEN
32418;MACRON
65412;LE PEN
81278;LE PEN
82177;LE PEN
64513;MACRON
31535;MACRON
33506;FILLON
12262;MACRON
47292;LE PEN
47293;LE PEN
32419;MACRON
33507;MÉLENCHON
34298;LE PEN
63414;MACRON
87190;MACRON
16365;LE PEN
70479;FILLON
70480;FILLON
55474;LE PEN
89377;LE PEN
89378;LE PEN
58273;MACRON
8405;LE PEN
88448;FILLON
80729;LE PEN
32420;MÉLENCHON
55475;LE PEN
46300;LE PEN
31536;MACRON
63415;MÉLENCHON
6133;LE PEN
36213;LE PEN
26338;MACRON
30313;LE PEN
46301;MACRON
79307;LE PEN
56241;FILLON
31537;LE PEN
7310;LE PEN
38476;LE PEN
26339;LE PEN
44195;MACRON
82178;LE PEN
23170;MÉLENCHON
63416;MÉLENCHON
49329;MACRON
9282;LE PEN
31538;LE PEN
67437;MACRON
80730;MACRON
71505;FILLON
10368;LE PEN
12263;MACRON
33508;LE PEN
47294;LE PEN
33509;MACRON
24524;MÉLENCHON
24525;MÉLENCHON
24526;MACRON
24527;MÉLENCHON
9283;MACRON
32421;LE PEN
47295;MACRON
30314;MÉLENCHON
86255;MACRON
72329;FILLON
72330;FILLON
37241;LE PEN
1398;LE PEN
42299;MACRON
60609;LE PEN
50569;MACRON
52467;LE PEN
69175;LE PEN
74260;FILLON
88449;LE PEN
71506;LE PEN
18246;LE PEN
18247;LE PEN
89379;MACRON
37242;LE PEN
21590;FILLON
21591;MACRON
77445;MÉLENCHON
86256;MACRON
50570;FILLON
58274;LE PEN
86257;LE PEN
21592;MÉLENCHON
8406;LE PEN
51527;LE PEN
41238;LE PEN
89380;FILLON
71507;FILLON
91589;MACRON
71508;LE PEN
21593;LE PEN
5164;LE PEN
77446;LE PEN
84125;LE PEN
21594;FILLON
21595;LE PEN
37243;MACRON
55476;LE PEN
55477;LE PEN
21596;LE PEN
5165;MACRON
70481;LE PEN
2702;LE PEN
62785;LE PEN
74261;FILLON
58275;LE PEN
54497;FILLON
63417;MACRON
30315;LE PEN
36214;LE PEN
3270;FILLON
37244;LE PEN
65413;MÉLENCHON
29274;MÉLENCHON
24528;LE PEN
7311;MÉLENCHON
89381;LE PEN
92071;MACRON
49330;FILLON
45303;FILLON
72331;LE PEN
25537;FILLON
70482;LE PEN
67438;FILLON
67440;LE PEN
57635;LE PEN
67441;LE PEN
67442;LE PEN
67443;FILLON
67444;FILLON
67445;LE PEN
67446;LE PEN
67447;MÉLENCHON
67448;LE PEN
67449;LE PEN
67450;LE PEN
67451;FILLON
68301;FILLON
57636;LE PEN
57637;LE PEN
67452;FILLON
67453;LE PEN
67454;LE PEN
57638;LE PEN
67455;LE PEN
67456;LE PEN
57639;LE PEN
67458;LE PEN
68302;LE PEN
67459;LE PEN
57640;MACRON
57641;LE PEN
67460;LE PEN
68303;FILLON
67461;LE PEN
79308;MACRON
74262;LE PEN
32422;LE PEN
74263;FILLON
79309;MACRON
74264;LE PEN
86258;LE PEN
29275;MÉLENCHON
51528;LE PEN
57642;FILLON
70483;LE PEN
32423;LE PEN
12264;MACRON
27618;LE PEN
50571;LE PEN
2703;LE PEN
59559;FILLON
12265;FILLON
64514;MACRON
70484;LE PEN
8407;LE PEN
7312;MÉLENCHON
8408;LE PEN
38478;MÉLENCHON
25538;LE PEN
59560;LE PEN
79310;MÉLENCHON
79311;FILLON
57643;LE PEN
8409;LE PEN
31539;FILLON
26340;FILLON
64515;LE PEN
64516;MACRON
67351;FILLON
61464;FILLON
73285;LE PEN
47296;LE PEN
65414;MACRON
56242;MÉLENCHON
1399;FILLON
16366;MACRON
19253;MÉLENCHON
24529;MÉLENCHON
32424;MACRON
32425;MACRON
49331;MACRON
31540;LE PEN
72332;FILLON
21597;MÉLENCHON
36215;LE PEN
12266;FILLON
9284;LE PEN
84126;LE PEN
19254;MACRON
15225;FILLON
65415;MACRON
65416;MÉLENCHON
54498;MACRON
45305;LE PEN
54499;FILLON
49333;MACRON
11375;MÉLENCHON
17422;LE PEN
89382;LE PEN
55479;LE PEN
40296;MACRON
21598;LE PEN
41239;LE PEN
31541;MACRON
19255;MACRON
31542;LE PEN
83124;LE PEN
1400;MACRON
83125;LE PEN
77447;FILLON
57644;LE PEN
32426;LE PEN
9285;MÉLENCHON
54500;LE PEN
2704;LE PEN
67462;MACRON
79312;LE PEN
39507;FILLON
27620;LE PEN
51529;LE PEN
62786;LE PEN
70485;LE PEN
41241;LE PEN
41242;LE PEN
36216;LE PEN
39508;LE PEN
41243;LE PEN
25539;LE PEN
21599;LE PEN
4203;MÉLENCHON
67463;LE PEN
9286;MACRON
81281;LE PEN
61467;FILLON
21600;FILLON
43237;MACRON
47297;FILLON
37245;MACRON
36217;FILLON
32427;MÉLENCHON
65417;MACRON
64517;MACRON
57645;MACRON
58276;LE PEN
33510;LE PEN
89383;FILLON
59562;LE PEN
21601;MACRON
32428;FILLON
8410;FILLON
17423;LE PEN
52468;LE PEN
70486;LE PEN
10369;LE PEN
21602;LE PEN
25540;LE PEN
38479;LE PEN
59563;LE PEN
17424;LE PEN
52469;LE PEN
45308;MACRON
32429;MACRON
60610;LE PEN
62787;LE PEN
21603;MACRON
71510;FILLON
72333;LE PEN
17425;LE PEN
8411;LE PEN
65418;LE PEN
88450;LE PEN
46302;MACRON
46303;MÉLENCHON
21604;LE PEN
89384;LE PEN
28372;MACRON
60611;LE PEN
31543;MACRON
70487;LE PEN
80732;LE PEN
13105;LE PEN
81282;LE PEN
24530;MACRON
9287;MÉLENCHON
33511;LE PEN
64518;MACRON
56243;MACRON
30316;MÉLENCHON
12268;FILLON
47298;LE PEN
43238;LE PEN
4204;LE PEN
15226;FILLON
